cuie	siisa	nombre_efector	sigla_tipo_efector	descripcion_tipo_efector	id_provincia	nombre_provincia	id_departamento	nombre_departamento	id_localidad	nombre_localidad	ciudad	codigo_postal	domicilio	rural	cics	sigla_tipo_categorizacion	descripcion_tipo_categorizacion	sigla_dependencia_administrativa	descripcion_dependencia_administrativa	codigo_provincial_efector	dependencia_sanitaria	integrante	compromiso_gestion	numero_compromiso	firmante_compromiso	fecha_suscripcion_compromiso	fecha_inicio_compromiso	fecha_fin_compromiso	pago_indirecto	numero_convenio	firmante_convenio	nombre_tercer_administrador	codigo_tercer_administrador	fecha_suscripcion_convenio	fecha_inicio_convenio	fecha_fin_convenio	priorizado	ppac	perinatal_ac	addenda_perinatal	fecha_addenda_perinatal	categoria_obstretico	categoria_neonatal	nombre_referente	internet	factura_descentralizada	factura_on_line	id_estado	descripcion
W20112	50180282239415	SALA FELIX ACEVEDO	CSA	Centro de salud "A"	05	CORRIENTES	028	Concepción	010	Concepción	CONCEPCIÓN	3423	CAA GUAZÚ E INDEPENDENCIA	N	N	SD	Sin especificar	M	Municipal	20503	2	S	S	222/13	Dra. Elida Alsina	2013-08-01	2013-06-01	2015-12-31	S	221/13	Int. Jose Omar Hechem	MUNICIPALIDAD DE CONCEPCION	W20137	2013-08-01	2013-06-01	2015-12-31	N	N						Dra. Elida Alsina	N	N	N	1	Activo
W20113	              	DOÑA MARTA ROMERO	CSA	Centro de salud "A"	05	CORRIENTES	049	Esquina	010	Esquina	ESQUINA		PJE. CRUZ DE LOS MILAGROS	N	N	SD	Sin especificar	P	Provincial	30308	3	S	N														N	N						DRA. CARINA FERNANDEZ				1	Activo
W20114	50181052239092	SALA POMPEYA	CSA	Centro de salud "A"	05	CORRIENTES	105	Mercedes	030	Mercedes	MERCEDES		INTENDENTE CONSTAGUTA S/N	N	N	SD	Sin especificar	P	Provincial	40218	4	N	N														N	N						LIC. AGUSTINA ORTIZ				1	Activo
W20115	              	CAPS Bº SAN MARTIN	CSA	Centro de salud "A"	05	CORRIENTES	105	Mercedes	030	Mercedes	MERCEDES	3470	FALUCHO Y EL PARAÍSO	N	N	SD	Sin especificar	P	Provincial	40219	4	S	S	195/13	DRA. CARMEN RODRIGUEZ	2013-08-01	2013-06-01	2015-12-31	S	139/13	CR. GUILLERMO CORRALES	SERVICIO ADMINISTRATIVO JURISDICCIONAL	W20163	2013-04-01	2013-06-01	2015-12-31	N	N						DRA. CARMEN RODRIGUEZ	N	S	N	1	Activo
W20116	              	Operativo Sanitario	CSA	Centro de salud "A"	05	CORRIENTES	021	Capital	020	Corrientes	CORRIENTES	3400	GOBERNADOR RUIZ 2639	N	N	SD	Sin especificar	P	Provincial	11509	1	S	S	02/14	Dr. Eduardo Farizano	2014-04-01	2014-03-01	2015-12-31	S	139/13	Cr. Guillermo Corrales	SERVICIO ADMINISTRATIVO JURISDICCIONAL	W20163	2013-04-01	2013-04-01	2015-12-31	N	N						Dr. Eduardo Farizano	S	N	N	1	Activo
W20117	50180212239417	SAPS Bº GÜEMES	CSA	Centro de salud "A"	05	CORRIENTES	021	Capital	020	Corrientes	CORRIENTES	3400	GAZCÓN Y LAS HERAS	N	N	SD	Sin especificar	M	Municipal	10903	1	S	S	30/13	SILVIA GOMEZ	2013-04-01	2013-04-01	2015-12-31	S	140/13	LIC. ROBERTO GOMEZ COLL	MUNICIPALIDAD DE CORRIENTES CPTAL.	W20130	2013-04-01	2013-04-01	2015-12-31	N	N						SILVIA GOMEZ	S	S	N	1	Activo
W20118	50180212339255	ALCEC	CSA	Centro de salud "A"	05	CORRIENTES	021	Capital	020	Corrientes	CORRIENTES	3400	GOB. MARTINEZ Y MEXICO - Bº YAPEYÚ	N	N	SD	Sin especificar	P	Provincial	11510	1	S	S	21/13	DRA. GRACIELA DELPIANO	2013-04-01	2013-04-01	2015-12-31	S	139/13	CR. GUILLERMO CORRALES	SERVICIO ADMINISTRATIVO JURISDICCIONAL	W20163	2013-04-01	2013-04-01	2015-12-31	N	N						DRA. GRACIELA DELPIANO	S	S	N	1	Activo
W20119	10180212139039	HOSPITAL ESCUELA ÂGRAL. JOSÉ FRANCISCO DE SAN MARTÍNÂ	HOS	Hospital	05	CORRIENTES	021	Capital	020	Corrientes	CORRIENTES	3400	CORDOBA Y 3 DE ABRIL	N	N	SD	Sin especificar	P	Provincial	11512	1	N	N														N	N						DR. RAUL PUYOL				1	Activo
W20120	15180212139083	"HOSPITAL GERIÁTRICO ""JUANA FRANCISCA CABRAL"""	HOS	Hospital	05	CORRIENTES	021	Capital	020	Corrientes	CORRIENTES	3400	BELGRANO 1353	N	N	SD	Sin especificar	P	Provincial	11513	1	S	S	157/13	GERMAN MARIA BRAILLARD POCCAR	2013-07-01	2013-07-01	2015-12-31	S	139/13	CR. GUILLERMO CORRALES	SERVICIO ADMINISTRATIVO JURISDICCIONAL	W20163	2013-07-01	2013-07-01	2015-12-31	N	N						GERMAN MARIA BRAILLARD POCCAR	S	S	N	1	Activo
W20121	13180212139080	"HOSPITAL PSIQUIÁTRICO ""SAN FRANCISCO DE ASÍS"""	HOS	Hospital	05	CORRIENTES	021	Capital	020	Corrientes	CORRIENTES	3400	SARGENTO CABRAL Y VELEZ SARSFIELD 99	N	N	SD	Sin especificar	P	Provincial	11514	1	N	N	154/13	DR. CARLOS ALFREDO RODRIGUEZ	2013-06-01	2013-06-01	2015-12-31	N	139/13	CR. GUILLERMO CORRALES	SERVICIO ADMINISTRATIVO JURISDICCIONAL	W20163	2013-06-01	2013-06-01	2013-12-31	N	N						DR. CARLOS ALFREDO RODRIGUEZ	S	S	N	1	Activo
W20122	53180212139494	BANCO DE SANGRE	LAB	Laboratorio	05	CORRIENTES	021	Capital	020	Corrientes	CORRIENTES	3400	CÓRDOBA 1402	N	N	SD	Sin especificar	P	Provincial	11515	1	N	N														N	N						DR. LUCIANO PISSARELO				1	Activo
W20123	50180352239120	APS MUNICIPAL	CSA	Centro de salud "A"	05	CORRIENTES	035	Curuzú Cuatiá	030	Perugorría	PERUGORRÍA		COLON S/N	N	N	SD	Sin especificar	M	Municipal	40314	4	S	S	274/13	LIC. ANGELINA LESIEUX	2013-08-01	2013-06-01	2015-12-31	S	273/13	INT.  JORGE LUIS CORONA	MUNICIPALIDAD DE PERUGORRIA	W20144	2013-08-01	2013-06-01	2015-12-31	N	N						LIC. ANGELINA LESIEUX	N	S	N	1	Activo
W20124	50180912239178	S. CIC	CSA	Centro de salud "A"	05	CORRIENTES	091	Lavalle	040	Santa Lucía	SANTA LUCÍA		BUENOS AIRES S/N	N	S	SD	Sin especificar	M	Municipal	30219	3	S	S	253/13	Antonio Rillan	2014-07-01	2014-07-01	2015-12-31	S	251/13	José Carlos Sananez	MUNICIPALIDAD DE SANTA LUCIA	W20142	2014-07-01	2014-07-01	2015-12-31	N	N						Antonio Rillan	S	N	N	1	Activo
W20125	50180842139509	CAPS DR. GENARO LEIVA	CSA	Centro de salud "A"	05	CORRIENTES	084	Ituzaingó	020	Ituzaingó	ITUZAINGÓ	3302	ENTRE RIOS S/N	N	N	SD	Sin especificar	P	Provincial	50212	5	S	S	214/13	DRA. MARÍA ADELA ESCOBAR	2013-08-01	2013-06-01	2015-12-31	S	139/13	CR. GUILLERMO CORRALES	SERVICIO ADMINISTRATIVO JURISDICCIONAL	W20163	2013-04-01	2013-06-01	2015-12-31	N	N						DRA. MARÍA ADELA ESCOBAR	N	S	N	1	Activo
W20126	50181682139176	SALA CIC	CSA	Centro de salud "A"	05	CORRIENTES	168	Santo Tomé	040	Santo Tomé	SANTO TOMÉ		AV. PATAGONIA Y GRAL. J. A. ROCA	N	S	SD	Sin especificar	M	Municipal	50113	5	S	S	132/13	DR. VICTOR GIMENEZ	2013-04-01	2013-04-01	2015-12-31	S	149/13	INT. VICTOR GIRAUD	MUNICIPALIDAD DE SANTO TOMÉ	W20148	2013-04-01	2013-04-01	2015-12-31	N	N						DR. VICTOR GIMENEZ	N	S	N	1	Activo
W20127	50180702139185	SALA CAROLINA	CSA	Centro de salud "A"	05	CORRIENTES	070	Goya	020	Goya	COLONIA CAROLINA	3451	AV. SAN ANTONIO S/N	N	N	SD	Sin especificar	M	Municipal	30117	3	S	S	213/13	DR. JOSÉ H. LAPROVITTA	2013-08-01	2013-06-01	2015-12-31	S	212/13	MARCELO NOCETTI	MUNICIPALIDAD DE CNIA. CAROLINA	W20153	2013-08-01	2013-06-01	2015-12-31	N	N						JOSÉ H. LAPROVITTA	N	N	N	1	Activo
W20129	              	DIRECCION DE COORDINACIÓN DE CAPS	ADM	Administración	05	CORRIENTES	021	Capital	020	Corrientes	CORRIENTES	3400	Bº FERRE ENTRE CALLES A Y B	N	N	SD	Sin especificar	P	Provincial	81011	1	S	N														N	N						DRA. SUSANA VEGA				1	Activo
W20130	              	MUNICIPALIDAD DE CORRIENTES	ADM	Administración	05	CORRIENTES	021	Capital	020	Corrientes	CORRIENTES	3400	25 DE MAYO 1178	N	N	SD	Sin especificar	M	Municipal	81012	1	S	S	140/13	LIC. ROBERTO GOMEZ COLL	2013-04-01	2013-04-01	2015-12-31	N								N	N						LIC. ROBERTO GOMEZ COLL	S	S	N	1	Activo
W20131	              	MUNICIPALIDAD DE RIACHUELO	ADM	Administración	05	CORRIENTES	021	Capital	040	Riachuelo	RIACHUELO	3416	AV. EULOGIO CABRAL 439	N	N	SD	Sin especificar	M	Municipal	81161	1	S	S	141/13	INT. SR. MARTÍN JETTER	2013-04-01	2013-04-01	2015-12-31	N								N	N						INT. SR. MARTÍN JETTER	S	N	N	1	Activo
W20132	              	MUNICIPALIDAD DE SAN LUIS DEL PALMAR	ADM	Administración	05	CORRIENTES	140	San Luis del Palmar	010	San Luis del Palmar	SAN LUIS DEL PALMAR	3403	25 DE MAYO S/N	N	N	SD	Sin especificar	M	Municipal	81171	1	S	S	142/13	INT. VICENTE ROMERO	2013-04-01	2013-04-01	2015-12-31	N								N	N						INT. VICENTE ROMERO	S	S	N	1	Activo
W20133	              	MUNICIPALIDAD DE SANTA ANA	ADM	Administración	05	CORRIENTES	133	San Cosme	040	Santa Ana	SANTA ANA	3401	MUNICIPALIDAD, SANTA ANA	N	N	SD	Sin especificar	M	Municipal	81181	1	S	S	143/13	INT. DRA. ANA MARIA ESCALANTE	2013-04-01	2013-04-01	2015-12-31	N								N	N						INT. DRA. ANA MARIA ESCALANTE	N	N	N	1	Activo
W20134	              	MUNICIPALIDAD DE CAA CATI	ADM	Administración	05	CORRIENTES	063	General Paz	030	Nuestra Señora del Rosario de Caá Catí 	CAÁ CATÍ	3407	PRUYAS S/N	N	N	SD	Sin especificar	M	Municipal	81211	1	S	S	144/13	INT. RICARDO TORRES	2013-04-01	2013-04-01	2015-12-31	N								N	N						INT. RICARDO TORRES	N	N	N	1	Activo
W20135	              	MUNICIPALIDAD DE SAN MIGUEL	ADM	Administración	05	CORRIENTES	154	San Miguel	020	San Miguel	SAN MIGUEL	3485	MISIONES S/N	N	N	SD	Sin especificar	M	Municipal	81221	1	S	N														N	N						INT. SR. JOSE M DE JESUS TORRES				1	Activo
W20136	              	MUNICIPALIDAD DE TABAY	ADM	Administración	05	CORRIENTES	028	Concepción	030	Tabay	TABAY	3421	PADRE RÍOS S/N	N	N	SD	Sin especificar	M	Municipal	82031	2	S	S	232/13	INT. SR. ROMÁN AGUIRRE	2013-08-01	2013-06-01	2015-12-31	N								N	N						INT. SR. ROMÁN AGUIRRE	N	N	N	1	Activo
W20137	              	MUNICIPALIDAD DE CONCEPCION	ADM	Administración	05	CORRIENTES	028	Concepción	010	Concepción	CONCEPCIÓN	3423	SAN MARTÍN S/Nº	N	N	SD	Sin especificar	M	Municipal	82051	2	S	S	221/13	Int. Jose Omar Hechem	2013-08-01	2013-06-01	2015-12-31	N								N	N						Int. Jose Omar Hechem	N	N	N	1	Activo
W20138	              	MUNICIPALIDAD DE MBURUCUYA	ADM	Administración	05	CORRIENTES	098	Mburucuyá	010	Mburucuyá	MBURUCUYÁ	3427	GENERAL RODRIGUEZ 264	N	N	SD	Sin especificar	M	Municipal	82081	2	S	S	244/13	INT. SR. CRISTIAN GUASTAVINO	2013-08-01	2013-06-01	2015-12-31	N								N	N						INT. SR. CRISTIAN GUASTAVINO	S	S	N	1	Activo
W20139	              	MUNICIPALIDAD DE GOYA	ADM	Administración	05	CORRIENTES	070	Goya	020	Goya	GOYA	3450	COLÓN 608	N	N	SD	Sin especificar	M	Municipal	83011	3	S	S	145/13	Int. Gerardo Bassi	2013-04-01	2013-04-01	2015-12-31	N								N	N						Int. Gerardo Bassi	S	S	N	1	Activo
W20140	              	MUNICIPALIDAD DE BELLA VISTA	ADM	Administración	05	CORRIENTES	007	Bella Vista	010	Bella Vista	BELLA VISTA	3432	SANTA FE S/Nº	N	N	SD	Sin especificar	M	Municipal	82021	2	S	S	178/13	DR. ENRIQUE GUILLERMO FERREYRA	2013-08-01	2013-06-01	2015-12-31	N								N	N						DR. ENRIQUE GUILLERMO FERREYRA	S	S	N	1	Activo
W20141	              	MUNICIPALIDAD DE LAVALLE	ADM	Administración	05	CORRIENTES	091	Lavalle	030	Lavalle	LAVALLE	3443	JULIO A. ROCA S/N	N	N	SD	Sin especificar	M	Municipal	83021	3	S	S	248/13	DR. ROBERTO AGUIRRE Y DR. BOZZER	2013-08-01	2013-06-01	2015-12-31	N								N	N						INT. SR. HUGO PERROTTA	N	N	N	1	Activo
W20142	              	MUNICIPALIDAD DE SANTA LUCIA	ADM	Administración	05	CORRIENTES	091	Lavalle	040	Santa Lucía	SANTA LUCÍA	3440	CORRIENTES 275	N	N	SD	Sin especificar	M	Municipal	83022	3	S	S	251/13	José Carlos Sananez	2014-07-01	2014-07-01	2015-12-31	N								N	N						José Carlos Sananez	N	N	N	1	Activo
W20143	              	MUNICIPALIDAD DE CURUZU CUATIA	ADM	Administración	05	CORRIENTES	035	Curuzú Cuatiá	020	Curuzú Cuatiá	CURUZÚ CUATIÁ	3460	RIVADAVIA 728	N	N	SD	Sin especificar	M	Municipal	84031	4	S	S	146/13	INT. ERNESTO DOMINGUEZ	2013-04-01	2013-04-01	2015-12-31	N								N	N						DR. MARTIN NOGUERA	S	S	N	1	Activo
W20144	              	MUNICIPALIDAD DE PERUGORRIA	ADM	Administración	05	CORRIENTES	035	Curuzú Cuatiá	030	Perugorría	PERUGORRÍA	3461	COLÓN Y LAVALLE	N	N	SD	Sin especificar	M	Municipal	84032	4	S	S	273/13	LIC. ANGELINA LESIEUX	2013-08-01	2013-06-01	2015-12-31	N								N	N						INT. SR. JORGE CORONA	S	S	N	1	Activo
W20145	              	MUNICIPALIDAD DE P.D.LOS LIBRES	ADM	Administración	05	CORRIENTES	119	Paso de los Libres	030	Paso de los Libres	PASO DE LOS LIBRES	3230	MADARIAGA 737	N	N	SD	Sin especificar	M	Municipal	84041	4	S	S	148/13	INT. EDUARDO VISCHI	2013-04-01	2013-04-01	2015-12-31	N								N	N						INT. EDUARDO VISCHI	S	S	N	1	Activo
W20146	              	MUNICIPALIDAD DE PARADA PUCHETA	ADM	Administración	05	CORRIENTES	119	Paso de los Libres	020	Parada Pucheta	PARADA PUCHETA	3232	MUNICIPALIDAD, PARADA PUCHETA	N	N	SD	Sin especificar	M	Municipal	84042	4	S	N														N	N						INT. SRA. MARISA MAMBRILLA DE OSUNA				1	Activo
W20147	              	MUNICIPALIDAD DE SAUCE	ADM	Administración	05	CORRIENTES	175	Sauce	010	Sauce	SAUCE	3463	BARTOLOMÉ MITRE 799	N	N	SD	Sin especificar	M	Municipal	84051	4	S	S	147/13	INT. PEDRO MANUEL FERRAFUT	2013-04-01	2013-04-01	2015-12-31	N								N	N						INT. PEDRO MANUEL FERRAFUT	S	S	N	1	Activo
W20148	              	MUNICIPALIDAD DE SANTO TOME	ADM	Administración	05	CORRIENTES	168	Santo Tomé	040	Santo Tomé	SANTO TOMÉ	3340	SAN MARTÍN 121	N	N	SD	Sin especificar	M	Municipal	85011	5	S	S	149/13	INT. VICTOR GIRAUD	2013-04-01	2013-04-01	2015-12-31	N								N	N						INT. VICTOR GIRAUD	S	S	N	1	Activo
W20149	              	MUNICIPALIDAD DE GOBERNADOR VIRASORO	ADM	Administración	05	CORRIENTES	168	Santo Tomé	030	Gobernador Igr. Valentín Virasoro 	GDOR. VIRASORO	3342	AV. LAVALLE 405	N	N	SD	Sin especificar	M	Municipal	85031	5	S	S	150/13	INT. PROF. BLANCA PINTOS	2013-04-01	2013-04-01	2015-12-31	N								N	N						INT. PROF. BLANCA PINTOS	N	N	N	1	Activo
W20150	              	MUNICIPALIDAD DE ALVEAR	ADM	Administración	05	CORRIENTES	056	General Alvear	010	Alvear	ALVEAR	3344	CENTENARIO 651	N	N	SD	Sin especificar	M	Municipal	85041	5	S	S	151/13	INT. MIGUEL ANGEL SALVARREDI	2013-04-01	2013-04-01	2015-12-31	N								N	N						INT. MIGUEL ANGEL SALVARREDI	N	N	N	1	Activo
W20151	              	MUNICIPALIDAD DE MARIANO I. LOZA	ADM	Administración	05	CORRIENTES	105	Mercedes	020	Mariano I. Loza (Est. Justino Solari)	MARIANO I. LOZA (EST. JUSTINO SOLARI)	3476	MARIANO I. LOZA S/N	N	N	SD	Sin especificar	M	Municipal	84021	4	S	S	197/13	DRA. SUSANA DE OÑA	2013-08-01	2013-06-01	2015-12-31	N								N	N						INT. ALEJANDRO PARODI	N	N	N	1	Activo
W20152	              	MUNICIPALIDAD DE P. R. FERNÁNDEZ (EST. MANUEL F. MANTILLA)	ADM	Administración	05	CORRIENTES	161	San Roque	040	Pedro R. Fernández (Est. Manuel F. Mantilla)	PEDRO. R. FERNÁNDEZ (EST. MANUEL F. MANTILLA)		PEDRO R. FERNÁNDEZ S/N	N	N	SD	Sin especificar	M	Municipal	82091	2	S	N														N	N						INT. CESAR VICTOR ACEVEDO				1	Activo
W20153	              	MUNICIPALIDAD DE COLONIA CAROLINA	ADM	Administración	05	CORRIENTES	070	Goya	020	Goya	COLONIA CAROLINA	3451	COLONIA CAROLINA S/N	N	N	SD	Sin especificar	M	Municipal	83012	3	S	S	212/13	DR. JOSÉ H. LAPROVITTA	2013-08-01	2013-06-01	2015-12-31	N								N	N						MARCELO NOCETTI	N	N	N	1	Activo
W20154	52180212139475	CENTRO DE REHABILITACIÓN VALENTIN HAÜY	CSA	Centro de salud "A"	05	CORRIENTES	021	Capital	020	Corrientes	CORRIENTES	3400	SAN LORENZO 1239	N	N	SD	Sin especificar	P	Provincial	11517	1	S	S	20/13	DRA. CINTHIA MARIA CATTERINO	2013-04-01	2013-04-01	2015-12-31	N								N	N						DRA. CINTHIA MARIA CATTERINO	S	S	N	1	Activo
W20155	              	MUNICIPALIDAD DE ESQUINA	ADM	Administración	05	CORRIENTES	049	Esquina	010	Esquina	ESQUINA		25 DE MAYO 511	N	N	SD	Sin especificar	M	Municipal	83031	3	S	S	259/13	INT. HUMBERTO BIANCHI	2013-08-01	2013-06-01	2015-12-31	N								N	N						INT. HUMBERTO BIANCHI	S	S	N	1	Activo
W20156	50180072139525	SALA Bº NORTE	CSA	Centro de salud "A"	05	CORRIENTES	007	Bella Vista	010	Bella Vista	BELLA VISTA	3432	BARRIO NORTE S/N	N	N	SD	Sin especificar	P	Provincial	20213	2	S	S	176/13	DR. HERIBERTO NICOLAU	2013-08-01	2013-06-01	2015-12-31	S	139/13	CR. GUILLERMO CORRALES	SERVICIO ADMINISTRATIVO JURISDICCIONAL	W20163	2013-04-01	2013-06-01	2015-12-31	N	N						DR. HERIBERTO NICOLAU	N	S	N	1	Activo
W20157	50180492239231	SALA CIC	CSA	Centro de salud "A"	05	CORRIENTES	049	Esquina	010	Esquina	ESQUINA		BARRIO COOPERATIVA MZNA 3	N	S	SD	Sin especificar	M	Municipal	30309	3	S	S	260/13	LIC. GRISELDA BEATRIZ FAGETTI	2013-08-01	2013-06-01	2015-12-31	S	259/13	INT. HUMBERTO BIANCHI	MUNICIPALIDAD DE ESQUINA	W20155	2013-08-01	2013-06-01	2015-12-31	N	N						LIC. GRISELDA BEATRIZ FAGETTI	S	S	N	1	Activo
W20158	              	CONSULTORIO EXTERNO Nº 5	CSA	Centro de salud "A"	05	CORRIENTES	168	Santo Tomé	040	Santo Tomé	SANTO TOMÉ		PATRICIO BERTAN 452	N	N	SD	Sin especificar	P	Provincial	50114	5	S	S	282/13	DR. CARLOS TRIADANI	2013-08-01	2013-06-01	2015-12-31	S	139/13	CR. GUILLERMO CORRALES	SERVICIO ADMINISTRATIVO JURISDICCIONAL	W20163	2013-04-01	2013-06-01	2015-12-31	N	N						DR. CARLOS TRIADANI	N	S	N	1	Activo
W20159	50180492139206	CAPS MALVINAS	PSB	Posta sanitaria "B"	05	CORRIENTES	049	Esquina	010	Esquina	ESQUINA		4º SECCIÓN MALVINAS A 80 KMS. DE ESQUINA	N	N	SD	Sin especificar	P	Provincial	30310	3	S	S	258/13	DRA. MONICA ZAPPA	2013-08-01	2013-06-01	2015-12-31	S	139/13	CR. GUILLERMO CORRALES	SERVICIO ADMINISTRATIVO JURISDICCIONAL	W20163	2013-04-01	2013-06-01	2015-12-31	N	N						DRA. MONICA ZAPPA	N	S	N	1	Activo
W20160	              	MUNICIPALIDAD DE COLONIA LIEBIG	ADM	Administración	05	CORRIENTES	084	Ituzaingó	010	Colonia Liebig's	COLONIA LIEBIG	3358	MORENO Y BELGRANO S/N	N	N	SD	Sin especificar	M	Municipal	85022	5	S	S	218/13	INT. SRA. TERESA DEL CARMEN ARÉVALO	2013-08-01	2013-06-01	2015-12-31	N								N	N						INT. SRA. TERESA DEL CARMEN ARÉVALO	N	N	N	1	Activo
W20161	              	SALA CIC	CSA	Centro de salud "A"	05	CORRIENTES	084	Ituzaingó	010	Colonia Liebig's	COLONIA LIEBIG	3358	9 DE JULIO S/N	N	S	SD	Sin especificar	M	Municipal	50213	5	S	S	219/13	DR. EUGENIO JOSÉ STREDA	2013-08-01	2013-06-01	2015-12-31	S	218/13	INT. SRA. TERESA DEL CARMEN ARÉVALO	MUNICIPALIDAD DE COLONIA LIEBIG	W20160	2013-08-01	2013-06-01	2015-12-31	N	N						DR. EUGENIO JOSÉ STREDA	N	N	N	1	Activo
W20162	              	SALA BERÓN DE ASTRADA	CSA	Centro de salud "A"	05	CORRIENTES	084	Ituzaingó	010	Colonia Liebig's	COLONIA LIEBIG		PJE. BERÓN DE ASTRADA S/N	N	N	SD	Sin especificar	M	Municipal	50214	5	S	N														N	N						DR. EUGENIO JOSÉ STREDA				1	Activo
W20163	              	SERVICIO ADMINISTRATIVO JURISDICCIONAL	ADM	Administración	05	CORRIENTES	021	Capital	020	Corrientes	CORRIENTES	3400	CÓRDOBA 640	N	N	SD	Sin especificar	P	Provincial	81010	1	S	S	139/13	Nicolas Escotorin	2013-04-01	2013-04-01	2015-12-31	N								N	N						Nicolas Escotorin	S	S	N	1	Activo
W20164	50181752239167	CIC SAUCE	CSA	Centro de salud "A"	05	CORRIENTES	175	Sauce	010	Sauce	SAUCE		9 DE JULIO S/N	N	S	SD	Sin especificar	M	Municipal	40507	4	S	S	109/13	DR. RAUL ANTONUCCI	2013-04-01	2013-04-01	2015-12-31	S	147/13	VICE INT. PEDRO MANUEL FERRAGUT	MUNICIPALIDAD DE SAUCE	W20147	2013-04-01	2013-04-01	2015-12-31	N	N						DR. RAUL ANTONUCCI	N	S	N	1	Activo
W20165	              	CAPS SCHMIDT	CSA	Centro de salud "A"	05	CORRIENTES	112	Monte Caseros	050	Monte Caseros	MONTE CASEROS		CRISTO REDENTOR Y GÜEMES	N	N	SD	Sin especificar	P	Provincial	40114	4	S	N	271/13	DRA. CLAUDIA SOSA	2013-08-01	2013-06-01	2013-12-18	S	139/13	CR. GUILLERMO CORRALES	SERVICIO ADMINISTRATIVO JURISDICCIONAL	W20163	2013-04-01	2013-06-01	2013-12-18	N	N						DRA. CLAUDIA SOSA	N	S	N	1	Activo
W20166	              	PROGRAMA DE HIPOACUSIA	CSA	Centro de salud "A"	05	CORRIENTES	021	Capital	020	Corrientes	CORRIENTES	3400	AV. ARTIGAS 1400	N	N	SD	Sin especificar	P	Provincial	11518	1	S	N														N	N						JORGE IGLESIAS				1	Activo
W20167	              	CIC PERUGORRIA	CSA	Centro de salud "A"	05	CORRIENTES	035	Curuzú Cuatiá	030	Perugorría	PERUGORRÍA		RUTA 24 INTERSECCIÓN RUTA 23	N	S	SD	Sin especificar	M	Municipal	40315	4	S	S	275/13	LIC. ANGELINA LESIEUX	2013-08-01	2013-06-01	2015-12-31	S	273/13	INT.  JORGE LUIS CORONA	MUNICIPALIDAD DE PERUGORRIA	W20144	2013-08-01	2013-06-01	2015-12-31	N	N						LIC. ANGELINA LESIEUX	N	S	N	1	Activo
W20168	              	DIRECCIÓN DE EMERGENCIA METROPOLITANA	TRN	Transporte	05	CORRIENTES	021	Capital	020	Corrientes	CORRIENTES	3400	AV. COSTANERA GRAL. SAN MARTIN Y SALTA	N	N	SD	Sin especificar	M	Municipal	11519	1	S	S	59/13	GLADIS ABREO DE ALMIRON	2013-04-01	2013-04-01	2015-12-31	S	140/13	LIC. ROBERTO GOMEZ COLL	MUNICIPALIDAD DE CORRIENTES CPTAL.	W20130	2013-04-01	2013-04-01	2015-12-31	N	N						GLADIS ABREO DE ALMIRON	S	S	N	1	Activo
W20169	              	SALA VACUNATORIA N° 37	PSB	Posta sanitaria "B"	05	CORRIENTES	021	Capital	020	Corrientes	CORRIENTES	3400	AV. COSTANERA GRAL. SAN MARTIN Y SALTA	N	N	SD	Sin especificar	M	Municipal	11520	1	S	S	58/13	BLANCA MARTINEZ	2013-04-01	2013-04-01	2015-12-31	S	140/13	LIC. ROBERTO GOMEZ COLL	MUNICIPALIDAD DE CORRIENTES CPTAL.	W20130	2013-04-01	2013-04-01	2015-12-31	N	N						BLANCA MARTINEZ	S	S	N	1	Activo
W20170	              	SALA VISTA DEL PARANÁ	CSA	Centro de salud "A"	05	CORRIENTES	007	Bella Vista	010	Bella Vista	BELLA VISTA	3432	BARRIO EPAN NORTE CENTRO	N	N	SD	Sin especificar	M	Municipal	20215	2	S	S	182/13	DR. MARIO GOMEZ	2013-08-01	2013-06-01	2015-12-31	S	178/13	DR. ENRIQUE GUILLERMO FERREYRA	MUNICIPALIDAD DE BELLA VISTA	W20140	2013-08-01	2013-06-01	2015-12-31	N	N						DR. MARIO GOMEZ	S	S	N	1	Activo
W20171	50180492239130	S. CENTRO ASISTENCIAL MUNICIPAL	CSA	Centro de salud "A"	05	CORRIENTES	049	Esquina	010	Esquina	ESQUINA		SARMIENTO Y VELAZCO	N	N	SD	Sin especificar	M	Municipal	30311	3	S	S	261/13	SRA. ADRIANA GROSO	2013-08-01	2013-06-01	2015-12-31	S	259/13	INT. HUMBERTO BIANCHI	MUNICIPALIDAD DE ESQUINA	W20155	2013-08-01	2013-06-01	2015-12-31	N	N						SRA. ADRIANA GROSO	S	S	N	1	Activo
W20172	              	S. ISIDORA ALMIRON	CSA	Centro de salud "A"	05	CORRIENTES	098	Mburucuyá	010	Mburucuyá	MBURUCUYÁ	3427	PARAJE MANANTIAL SUR	N	N	SD	Sin especificar	M	Municipal	20807	2	S	S	247/13	DR. PABLO GUASTAVINO	2013-08-01	2013-06-01	2015-12-31	S	244/13	INT. CRISTIAN GUASTAVINO	MUNICIPALIDAD DE MBURUCUYA	W20138	2013-08-01	2013-06-01	2015-12-31	N	N						DR. PABLO GUASTAVINO	N	S	N	1	Activo
